record_id,snapshot_date,facility_id,facility_type,department,item_id,item_category,item_subcategory,criticality_level,unit_of_measure,shelf_life_days,avg_daily_usage_last_30d,avg_daily_usage_last_90d,usage_cv_last_90d,demand_trend,seasonal_demand_factor,recent_usage_spike,current_stock_on_hand,safety_stock_level,days_of_supply_on_hand,stock_as_pct_of_safety_level,reorder_point_days,days_until_next_scheduled_order,primary_vendor_id,vendor_reliability_score,contracted_lead_time_days,actual_avg_lead_time_last_6m,lead_time_variability_days,active_po_in_transit,backorder_frequency_last_12m,sole_source_item,substitution_available,facility_census_pct,pandemic_or_surge_flag,days_since_last_stockout,stockout_event
SC00016262,2022-11-14,FAC0122,Specialty Hospital,Med-Surg,ITEM00094,Medications,IV Medications,High,Kit,436,13.1,13.0,0.296,Increasing,1.01,No,55,291,4.2,18.9,6.0,28,VND057,3.1,2,2.5,1.5,Yes,0,No,Yes,80.4,No,285,1
SC00016263,2023-04-26,FAC0197,Outpatient Clinic,Procedure Room,ITEM00308,IV & Fluids,Blood Products,High,Box,354,17.1,19.8,0.272,Decreasing,0.84,No,169,388,9.9,43.6,13.0,14,VND030,3.1,7,7.6,3.4,Yes,1,No,Yes,77.7,No,36,0
SC00016264,2022-09-15,FAC0072,Acute Care Hospital,Emergency Department,ITEM00207,Medications,IV Medications,High,Box,372,28.8,24.2,0.11,Increasing,1.03,No,351,288,12.2,121.9,8.8,3,VND066,3.7,7,6.6,0.2,No,2,Yes,No,86.8,No,508,0
SC00016265,2022-02-23,FAC0083,Acute Care Hospital,ICU,ITEM00080,IV & Fluids,Irrigation Solutions,Medium,Case,274,49.2,38.3,0.092,Stable,1.02,No,241,374,4.9,64.4,8.0,3,VND030,3.1,7,6.4,0.6,Yes,0,No,Yes,44.9,No,44,0
SC00016266,2022-01-27,FAC0135,Specialty Hospital,ICU,ITEM00068,Surgical Supplies,Sponges & Gauze,Medium,Roll,893,77.0,71.4,0.124,Stable,0.96,No,1609,780,20.9,206.3,7.5,7,VND046,4.2,6,6.2,0.3,No,1,No,No,87.4,No,218,0
SC00016267,2023-08-08,FAC0072,Acute Care Hospital,Pharmacy,ITEM00271,PPE,Eye Protection,Low,Each,219,35.3,31.0,0.301,Increasing,1.05,Yes,882,326,25.0,270.6,8.4,7,VND027,4.5,7,7.1,0.3,No,1,No,Yes,68.0,No,16,0
SC00016268,2024-10-22,FAC0111,Acute Care Hospital,Operating Room,ITEM00018,Lab Consumables,Collection Tubes,High,Vial,235,61.1,55.7,0.074,Stable,1.03,No,3104,1326,50.8,234.1,11.6,14,VND052,4.1,10,9.1,0.5,No,0,No,Yes,67.7,No,26,0
SC00016269,2021-04-29,FAC0198,Specialty Hospital,ICU,ITEM00144,Surgical Supplies,Needles & Syringes,Medium,Vial,184,49.8,58.1,0.194,Increasing,1.27,Yes,2445,702,49.1,348.3,9.3,7,VND030,3.1,7,7.0,1.3,Yes,1,No,No,91.6,No,230,0
SC00016270,2022-05-06,FAC0178,Acute Care Hospital,ICU,ITEM00207,Medications,IV Medications,High,Box,372,26.7,20.5,0.644,Stable,0.98,No,764,502,28.6,152.2,18.1,7,VND073,4.4,14,12.8,3.3,Yes,2,Yes,No,68.4,No,241,0
SC00016271,2022-04-28,FAC0034,Long-Term Care,Pharmacy,ITEM00290,Surgical Supplies,Drapes & Gowns,High,Box,994,55.9,51.7,0.362,Stable,0.98,Yes,1817,543,32.5,334.6,7.9,7,VND061,2.3,4,4.5,1.4,No,1,No,No,69.8,No,120,0
SC00016272,2021-02-11,FAC0143,Acute Care Hospital,Med-Surg,ITEM00124,Lab Consumables,PCR Consumables,Medium,Each,211,63.9,73.1,0.071,Stable,0.94,No,869,2018,13.6,43.1,15.2,28,VND070,4.3,10,12.0,2.2,Yes,1,No,No,64.2,No,58,1
SC00016273,2024-01-03,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00396,Wound Care,Negative Pressure Therapy,Medium,Box,227,7.5,10.6,0.244,Stable,1.17,No,238,177,31.7,134.5,13.4,7,VND028,4.1,11,10.2,2.2,Yes,3,No,Yes,24.2,No,156,0
SC00016274,2024-07-30,FAC0030,Acute Care Hospital,Operating Room,ITEM00394,PPE,Gloves,Low,Box,1196,113.7,103.6,0.22,Stable,0.9,No,1114,2953,9.8,37.7,33.1,7,VND013,3.8,25,27.1,5.0,Yes,2,No,Yes,51.6,No,263,0
SC00016275,2022-07-21,FAC0146,Ambulatory Surgery Center,Operating Room,ITEM00097,Lab Consumables,Reagents & Test Kits,Medium,Vial,252,65.2,50.4,0.146,Stable,0.96,No,143,724,2.2,19.8,3.4,21,VND057,3.1,2,2.0,0.4,Yes,0,No,Yes,43.0,No,6,1
SC00016276,2021-02-26,FAC0129,Acute Care Hospital,Labor & Delivery,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,16.8,11.3,0.171,Stable,1.06,No,124,601,7.4,20.6,30.1,28,VND021,3.4,24,25.9,2.2,Yes,3,No,No,78.1,No,331,1
SC00016277,2023-07-03,FAC0113,Acute Care Hospital,Operating Room,ITEM00157,Implants & Prosthetics,Neurological Implants,High,Vial,1852,2.7,2.9,0.586,Increasing,1.04,Yes,21,51,7.7,41.2,7.1,21,VND057,3.1,2,1.7,3.4,Yes,0,No,No,87.2,No,83,1
SC00016278,2024-01-01,FAC0143,Acute Care Hospital,Oncology,ITEM00347,IV & Fluids,Crystalloid Solutions,Critical,Case,565,51.1,49.9,0.326,Increasing,1.19,No,220,1527,4.3,14.4,12.8,14,VND032,3.6,10,9.0,0.8,Yes,0,No,No,85.4,No,379,1
SC00016279,2024-05-06,FAC0131,Specialty Hospital,Laboratory,ITEM00261,IV & Fluids,TPN Components,Medium,Roll,254,13.3,15.6,0.166,Stable,0.91,No,89,448,6.7,19.9,12.3,28,VND055,4.1,11,11.0,0.3,Yes,0,No,No,55.1,No,248,1
SC00016280,2021-10-19,FAC0002,Outpatient Clinic,Outpatient Pharmacy,ITEM00044,Surgical Supplies,Drapes & Gowns,Medium,Roll,866,31.4,36.5,0.118,Decreasing,1.01,No,19,567,0.6,3.4,11.9,7,VND032,3.6,10,9.3,1.6,Yes,0,No,No,46.8,No,51,1
SC00016281,2023-09-29,FAC0048,Acute Care Hospital,Operating Room,ITEM00194,PPE,Protective Gowns,Low,Case,929,291.5,297.7,0.036,Stable,1.05,No,19618,4614,67.3,425.2,18.0,7,VND023,2.5,12,14.4,2.6,No,2,No,Yes,83.6,No,259,0
SC00016282,2023-06-26,FAC0021,Acute Care Hospital,ICU,ITEM00347,IV & Fluids,Crystalloid Solutions,Critical,Case,565,41.8,44.1,0.228,Stable,1.08,No,322,595,7.7,54.1,7.8,7,VND072,4.5,4,3.8,1.0,No,1,No,No,97.7,No,20,0
SC00016283,2023-06-27,FAC0131,Specialty Hospital,ICU,ITEM00145,Medications,Controlled Substances,Medium,Vial,288,19.1,19.2,0.145,Decreasing,1.02,Yes,189,420,9.9,45.0,19.8,14,VND080,4.6,12,17.4,1.4,Yes,1,No,No,45.0,Yes,28,1
SC00016284,2023-02-17,FAC0146,Ambulatory Surgery Center,Operating Room,ITEM00020,Wound Care,Foam & Hydrocolloid,Low,Kit,812,7.6,7.0,0.502,Decreasing,0.85,No,204,63,26.8,323.8,8.5,14,VND057,3.1,2,2.4,5.1,No,0,No,Yes,58.7,No,67,0
SC00016285,2024-08-27,FAC0107,Acute Care Hospital,Pharmacy,ITEM00329,Implants & Prosthetics,Neurological Implants,High,Case,857,4.0,3.5,0.347,Increasing,1.09,No,4,54,1.0,7.4,7.1,14,VND034,3.5,4,4.4,0.7,No,0,No,Yes,77.9,No,261,1
SC00016286,2023-03-02,FAC0001,Acute Care Hospital,Pharmacy,ITEM00444,PPE,Protective Gowns,Medium,Bag,1898,80.1,78.7,0.26,Stable,0.94,No,1522,2896,19.0,52.6,25.0,28,VND020,2.6,18,21.8,2.2,Yes,2,Yes,No,87.4,No,117,0
SC00016287,2021-09-17,FAC0024,Ambulatory Surgery Center,Pre/Post-Op,ITEM00441,Medications,IV Medications,High,Roll,276,45.9,50.4,0.087,Stable,1.01,No,565,1094,12.3,51.6,21.0,7,VND080,4.6,12,13.8,5.2,Yes,2,No,Yes,35.9,No,14,0
SC00016288,2023-06-08,FAC0103,Specialty Hospital,Emergency Department,ITEM00178,IV & Fluids,Irrigation Solutions,Critical,Pair,542,109.9,103.9,0.106,Stable,1.02,No,9561,2525,87.0,378.7,14.2,7,VND070,4.3,10,10.3,0.9,No,0,No,No,76.5,No,65,0
SC00016289,2022-04-14,FAC0072,Acute Care Hospital,Laboratory,ITEM00309,PPE,Masks & Respirators,High,Each,653,115.0,133.9,0.304,Increasing,1.1,No,6486,2343,56.4,276.8,5.0,21,VND057,3.1,2,2.1,0.9,No,0,No,Yes,64.1,No,78,0
SC00016290,2022-08-26,FAC0021,Acute Care Hospital,Pharmacy,ITEM00074,Medications,Controlled Substances,High,Each,199,8.9,9.1,0.146,Stable,0.95,No,65,363,7.3,17.9,23.7,7,VND013,3.8,25,20.4,1.3,No,1,No,No,49.2,No,111,1
SC00016291,2022-03-24,FAC0113,Acute Care Hospital,Pharmacy,ITEM00165,PPE,Masks & Respirators,High,Pair,595,41.6,48.2,0.304,Stable,0.86,No,208,877,5.0,23.7,11.3,14,VND042,4.4,6,6.7,2.6,No,3,No,Yes,82.9,No,216,0
SC00016292,2022-12-13,FAC0173,Acute Care Hospital,Labor & Delivery,ITEM00261,IV & Fluids,TPN Components,Medium,Roll,254,22.4,18.9,0.292,Decreasing,0.91,No,208,337,9.3,61.7,13.4,7,VND080,4.6,12,11.0,1.4,Yes,0,No,No,83.0,No,280,0
SC00016293,2021-09-07,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00377,Surgical Supplies,Drapes & Gowns,High,Box,428,36.2,51.1,0.173,Decreasing,0.83,No,2653,1252,73.3,211.9,9.3,21,VND059,3.2,7,7.0,0.3,Yes,1,No,No,67.1,No,137,0
SC00016294,2023-07-03,FAC0051,Acute Care Hospital,Med-Surg,ITEM00139,Medications,Biologics & Specialty,High,Bag,471,5.5,5.7,0.106,Increasing,0.99,No,207,168,37.7,123.2,11.0,28,VND035,3.4,7,8.6,0.4,Yes,0,No,Yes,77.0,No,251,0
SC00016295,2023-06-08,FAC0130,Acute Care Hospital,Med-Surg,ITEM00406,Medications,Biologics & Specialty,High,Each,651,35.9,33.6,0.434,Stable,0.88,No,269,1788,7.5,15.0,28.8,28,VND021,3.4,24,26.6,0.2,Yes,1,No,No,74.6,No,175,1
SC00016296,2024-04-26,FAC0124,Specialty Hospital,Oncology,ITEM00141,Lab Consumables,Collection Tubes,High,Each,191,17.9,19.4,0.495,Decreasing,0.95,No,655,679,36.6,96.5,25.5,14,VND020,2.6,18,23.0,0.5,Yes,1,No,Yes,82.0,No,56,0
SC00016297,2021-01-07,FAC0046,Acute Care Hospital,Med-Surg,ITEM00425,Medications,Oral Medications,High,Case,507,40.5,44.6,0.133,Stable,0.91,No,113,812,2.8,13.9,9.1,14,VND011,4.0,6,6.3,0.8,Yes,0,No,No,52.8,No,174,1
SC00016298,2022-05-25,FAC0135,Specialty Hospital,Med-Surg,ITEM00045,Medications,IV Medications,Critical,Each,229,8.6,10.6,0.119,Stable,0.92,No,161,611,18.7,26.4,28.7,28,VND020,2.6,18,24.2,1.5,Yes,2,No,No,63.9,No,215,0
SC00016299,2024-12-11,FAC0075,Acute Care Hospital,Laboratory,ITEM00386,IV & Fluids,TPN Components,High,Kit,566,27.8,30.4,0.311,Stable,1.3,No,651,362,23.4,179.8,7.9,7,VND054,3.4,5,5.0,0.9,No,3,No,Yes,93.0,No,53,0
SC00016300,2022-01-27,FAC0072,Acute Care Hospital,Oncology,ITEM00171,Surgical Supplies,Needles & Syringes,Low,Case,461,45.5,42.5,0.126,Stable,1.01,No,159,956,3.5,16.6,17.9,21,VND080,4.6,12,15.8,1.1,Yes,1,No,Yes,67.6,No,125,0
SC00016301,2021-10-04,FAC0198,Specialty Hospital,Med-Surg,ITEM00226,Wound Care,Foam & Hydrocolloid,Low,Box,658,12.4,12.6,0.689,Increasing,1.04,No,263,107,21.2,245.8,9.3,7,VND054,3.4,5,5.0,3.3,Yes,1,No,Yes,22.7,No,32,0
SC00016302,2024-10-01,FAC0145,Ambulatory Surgery Center,Pre/Post-Op,ITEM00097,Lab Consumables,Reagents & Test Kits,Medium,Vial,252,28.9,31.1,0.317,Stable,1.14,No,46,304,1.6,15.1,10.5,1,VND037,4.2,8,8.7,0.8,Yes,3,No,Yes,66.4,No,67,0
SC00016303,2023-06-13,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00127,Surgical Supplies,Drapes & Gowns,High,Box,747,23.1,26.1,0.149,Stable,0.84,No,1880,384,81.4,489.6,10.6,7,VND059,3.2,7,7.7,0.9,Yes,1,No,No,82.2,No,53,0
SC00016304,2022-03-03,FAC0110,Acute Care Hospital,Emergency Department,ITEM00248,PPE,Masks & Respirators,Medium,Kit,315,40.2,33.8,0.115,Decreasing,0.98,No,96,564,2.4,17.0,13.4,7,VND055,4.1,11,11.8,0.6,Yes,0,No,No,33.8,No,104,0
SC00016305,2024-04-08,FAC0192,Long-Term Care,Operating Room,ITEM00142,PPE,Gloves,Medium,Kit,1195,23.5,14.9,0.595,Increasing,1.03,No,61,231,2.6,26.4,15.1,3,VND080,4.6,12,13.0,1.1,No,2,No,Yes,77.8,No,418,0
SC00016306,2022-01-11,FAC0089,Specialty Hospital,Oncology,ITEM00447,Wound Care,Negative Pressure Therapy,Low,Case,443,20.2,23.9,0.419,Stable,1.03,Yes,129,239,6.4,54.0,5.4,14,VND081,3.2,3,2.9,1.5,Yes,0,No,Yes,86.9,No,7,0
SC00016307,2024-01-26,FAC0007,Acute Care Hospital,Oncology,ITEM00447,Wound Care,Negative Pressure Therapy,Low,Case,443,16.8,17.4,0.146,Stable,1.05,No,129,531,7.7,24.3,35.5,7,VND015,3.4,27,30.3,4.2,Yes,0,No,Yes,53.8,No,20,1
SC00016308,2023-01-23,FAC0168,Ambulatory Surgery Center,Operating Room,ITEM00406,Medications,Biologics & Specialty,High,Each,651,38.5,36.9,0.125,Increasing,0.88,No,1505,904,39.1,166.5,10.3,21,VND027,4.5,7,7.3,1.0,No,1,No,No,62.3,No,31,0
SC00016309,2022-10-12,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00135,Lab Consumables,PCR Consumables,Medium,Vial,85,62.9,71.8,0.193,Stable,1.03,No,409,1239,6.5,33.0,9.6,14,VND083,3.4,8,8.1,0.5,Yes,2,No,No,58.0,No,94,0
SC00016310,2023-07-31,FAC0119,Specialty Hospital,Pharmacy,ITEM00153,IV & Fluids,Blood Products,Critical,Box,444,32.0,44.4,0.06,Stable,0.95,No,3174,1798,99.2,176.5,15.4,21,VND033,3.8,12,11.6,0.8,Yes,4,No,Yes,92.4,No,30,0
SC00016311,2024-05-23,FAC0166,Long-Term Care,Med-Surg,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,67.4,87.5,0.453,Stable,1.05,No,2372,1837,35.2,129.1,11.0,14,VND083,3.4,8,8.9,0.1,Yes,3,No,Yes,85.0,No,85,0
SC00016312,2022-05-03,FAC0024,Ambulatory Surgery Center,Sterile Processing,ITEM00248,PPE,Masks & Respirators,Medium,Kit,315,68.3,61.8,0.665,Stable,0.96,No,1468,711,21.5,206.5,5.0,14,VND008,2.9,3,2.9,1.1,No,0,No,No,49.0,No,182,0
SC00016313,2024-02-27,FAC0145,Ambulatory Surgery Center,Pre/Post-Op,ITEM00298,Lab Consumables,Collection Tubes,Medium,Each,284,38.4,39.9,0.125,Stable,1.05,No,35,987,0.9,3.5,28.0,7,VND020,2.6,18,26.2,0.8,Yes,0,No,No,55.7,No,49,0
SC00016314,2024-05-08,FAC0051,Acute Care Hospital,ICU,ITEM00298,Lab Consumables,Collection Tubes,Medium,Each,284,17.1,20.8,0.242,Increasing,1.03,No,44,251,2.6,17.5,9.3,7,VND027,4.5,7,7.5,0.8,Yes,0,No,No,70.1,No,1,1
SC00016315,2021-10-07,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00088,PPE,Eye Protection,Medium,Box,1773,160.4,131.1,0.266,Decreasing,0.86,No,1395,3015,8.7,46.3,15.1,14,VND079,3.3,13,12.2,1.9,Yes,2,No,Yes,75.4,No,180,1
SC00016316,2023-12-04,FAC0191,Acute Care Hospital,ICU,ITEM00033,Medications,Biologics & Specialty,Critical,Bag,465,24.8,22.2,0.365,Stable,1.0,No,570,999,23.0,57.1,23.1,14,VND020,2.6,18,19.9,0.2,No,3,No,No,89.5,No,12,0
SC00016317,2023-01-18,FAC0139,Specialty Hospital,Laboratory,ITEM00009,Medications,Controlled Substances,High,Each,55,6.5,6.2,0.581,Stable,0.94,No,35,65,5.4,53.8,5.9,7,VND034,3.5,4,3.9,0.0,Yes,3,No,Yes,56.1,No,69,0
SC00016318,2024-02-28,FAC0030,Acute Care Hospital,Med-Surg,ITEM00272,Medications,Biologics & Specialty,High,Bag,176,29.3,24.1,0.11,Stable,0.9,No,311,641,10.6,48.5,11.0,28,VND054,3.4,5,5.0,4.0,No,1,No,No,52.2,No,90,0
SC00016319,2023-12-26,FAC0072,Acute Care Hospital,Pharmacy,ITEM00268,Wound Care,Negative Pressure Therapy,Medium,Case,731,11.1,11.7,0.093,Stable,0.89,No,558,316,50.3,176.6,22.3,21,VND079,3.3,13,17.1,4.2,Yes,0,No,Yes,69.6,No,87,0
SC00016320,2022-01-14,FAC0143,Acute Care Hospital,ICU,ITEM00147,IV & Fluids,TPN Components,Medium,Box,356,28.3,23.9,0.209,Decreasing,0.9,No,175,426,6.2,41.1,24.9,7,VND023,2.5,12,14.7,9.2,No,1,No,No,69.1,Yes,9,1
SC00016321,2021-10-21,FAC0135,Specialty Hospital,Laboratory,ITEM00255,PPE,Gloves,Low,Each,706,61.5,57.1,0.36,Increasing,1.08,No,62,1513,1.0,4.1,32.4,3,VND013,3.8,25,28.5,2.9,Yes,3,Yes,Yes,84.3,No,8,0
SC00016322,2022-04-19,FAC0117,Acute Care Hospital,ICU,ITEM00304,IV & Fluids,Crystalloid Solutions,High,Each,149,29.9,34.4,0.282,Increasing,0.98,No,33,843,1.1,3.9,13.8,7,VND073,4.4,14,11.3,0.5,Yes,1,Yes,No,70.6,No,32,1
SC00016323,2022-12-13,FAC0074,Long-Term Care,Med-Surg,ITEM00269,Surgical Supplies,Sponges & Gauze,Medium,Box,782,15.2,12.4,0.29,Increasing,1.24,Yes,315,64,20.7,492.2,5.9,1,VND061,2.3,4,4.4,0.5,No,4,No,Yes,51.8,No,15,0
SC00016324,2024-02-07,FAC0052,Outpatient Clinic,Nursing Station,ITEM00298,Lab Consumables,Collection Tubes,Medium,Each,284,41.6,43.1,0.169,Stable,1.07,Yes,1177,1214,28.3,97.0,14.7,21,VND073,4.4,14,13.7,0.0,No,2,No,No,36.4,No,11,0
SC00016325,2022-06-22,FAC0075,Acute Care Hospital,Laboratory,ITEM00096,IV & Fluids,Crystalloid Solutions,High,Kit,536,48.4,58.5,0.308,Stable,1.02,No,465,1269,9.6,36.6,16.2,3,VND073,4.4,14,12.6,1.6,No,1,No,Yes,75.6,No,238,0
SC00016326,2024-04-11,FAC0007,Acute Care Hospital,Pharmacy,ITEM00184,IV & Fluids,TPN Components,Critical,Each,412,13.2,17.6,0.227,Stable,0.98,No,288,269,21.8,107.1,10.0,3,VND035,3.4,7,7.0,0.0,No,2,No,Yes,75.0,No,3,0
SC00016327,2024-11-14,FAC0165,Ambulatory Surgery Center,Pre/Post-Op,ITEM00008,Surgical Supplies,Sutures & Staples,High,Box,409,18.1,16.1,0.368,Increasing,0.87,No,623,394,34.4,158.1,9.2,21,VND035,3.4,7,6.8,0.4,Yes,2,No,Yes,46.8,Yes,258,0
SC00016328,2023-04-05,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00327,PPE,Protective Gowns,Medium,Each,1132,111.5,144.7,0.146,Increasing,1.24,Yes,3300,2413,29.6,136.8,13.3,7,VND055,4.1,11,12.3,0.0,No,3,No,Yes,58.0,No,21,0
SC00016329,2022-01-06,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00119,Surgical Supplies,Drapes & Gowns,Low,Each,416,83.4,84.9,0.217,Increasing,1.04,Yes,534,1316,6.4,40.6,14.5,7,VND080,4.6,12,13.2,0.3,Yes,1,No,Yes,62.9,No,44,0
SC00016330,2022-06-01,FAC0198,Specialty Hospital,Laboratory,ITEM00298,Lab Consumables,Collection Tubes,Medium,Each,284,28.8,24.6,0.524,Increasing,1.11,Yes,52,184,1.8,28.3,6.9,3,VND041,3.1,5,4.7,1.2,Yes,0,No,No,44.8,No,70,0
SC00016331,2023-03-17,FAC0018,Long-Term Care,Sterile Processing,ITEM00308,IV & Fluids,Blood Products,High,Box,354,91.9,87.1,0.623,Increasing,1.1,No,3391,915,36.9,370.6,15.6,1,VND030,3.1,7,8.5,5.1,Yes,1,No,Yes,69.7,No,96,0
SC00016332,2023-07-11,FAC0145,Ambulatory Surgery Center,Pre/Post-Op,ITEM00397,Surgical Supplies,Drapes & Gowns,Medium,Each,718,60.8,74.9,0.115,Stable,1.02,No,2383,1809,39.2,131.7,11.1,28,VND030,3.1,7,7.9,2.2,Yes,1,No,Yes,73.4,No,129,0
SC00016333,2022-07-08,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00189,Surgical Supplies,Sponges & Gauze,Medium,Case,933,14.2,14.2,0.029,Decreasing,0.74,No,132,122,9.3,108.2,6.5,3,VND022,4.9,6,5.5,0.0,Yes,1,No,Yes,28.4,No,29,0
SC00016334,2024-02-28,FAC0014,Specialty Hospital,Sterile Processing,ITEM00227,Surgical Supplies,Needles & Syringes,Medium,Box,704,47.9,39.5,0.335,Stable,0.92,No,326,613,6.8,53.2,12.7,7,VND070,4.3,10,10.7,1.0,Yes,0,No,No,81.6,No,233,0
SC00016335,2024-08-19,FAC0065,Acute Care Hospital,Operating Room,ITEM00160,Medications,Oral Medications,Medium,Each,616,15.6,15.4,0.247,Decreasing,0.8,No,601,115,38.5,522.6,7.7,1,VND022,4.9,6,5.7,1.0,No,1,No,Yes,49.0,No,187,0
SC00016336,2024-12-05,FAC0123,Acute Care Hospital,Med-Surg,ITEM00386,IV & Fluids,TPN Components,High,Kit,566,44.4,36.4,0.31,Increasing,1.08,No,36,790,0.8,4.6,8.1,21,VND054,3.4,5,5.1,1.0,Yes,0,No,Yes,57.1,No,29,1
SC00016337,2022-10-06,FAC0191,Acute Care Hospital,Operating Room,ITEM00425,Medications,Oral Medications,High,Case,507,7.7,8.5,0.278,Stable,1.06,No,332,327,43.1,101.5,37.1,7,VND021,3.4,24,33.7,1.4,No,0,No,No,49.9,Yes,43,0
SC00016338,2021-09-02,FAC0198,Specialty Hospital,ICU,ITEM00347,IV & Fluids,Crystalloid Solutions,Critical,Case,565,27.3,31.0,0.059,Stable,1.04,No,549,865,20.1,63.5,19.4,7,VND033,3.8,12,13.6,2.8,No,3,No,No,66.3,No,47,0
SC00016339,2023-04-07,FAC0063,Long-Term Care,Emergency Department,ITEM00255,PPE,Gloves,Low,Each,706,326.2,254.8,0.356,Decreasing,0.98,No,1533,2803,4.7,54.7,5.5,14,VND072,4.5,4,4.0,0.5,Yes,4,Yes,Yes,64.5,No,275,1
SC00016340,2023-05-08,FAC0167,Acute Care Hospital,Med-Surg,ITEM00041,PPE,Masks & Respirators,Medium,Case,703,73.2,62.7,0.14,Increasing,1.18,No,1369,1550,18.7,88.3,14.3,21,VND014,3.7,11,12.7,0.6,No,1,No,No,65.2,No,104,0
SC00016341,2024-11-21,FAC0195,Ambulatory Surgery Center,Pre/Post-Op,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,110.9,104.6,0.134,Increasing,1.09,No,3482,1464,31.4,237.8,5.5,14,VND081,3.2,3,2.9,0.6,No,0,No,Yes,41.3,No,58,0
SC00016342,2022-10-25,FAC0148,Acute Care Hospital,Oncology,ITEM00285,Lab Consumables,Collection Tubes,High,Vial,85,62.3,51.1,0.214,Increasing,1.21,No,1695,1753,27.2,96.7,28.3,21,VND073,4.4,14,19.8,6.5,No,1,No,Yes,53.8,No,12,0
SC00016343,2023-05-26,FAC0056,Specialty Hospital,Emergency Department,ITEM00308,IV & Fluids,Blood Products,High,Box,354,17.5,17.0,0.398,Decreasing,1.02,No,565,654,32.3,86.4,28.2,7,VND021,3.4,24,22.9,3.3,Yes,0,No,Yes,71.1,No,61,0
SC00016344,2022-04-27,FAC0056,Specialty Hospital,ICU,ITEM00347,IV & Fluids,Crystalloid Solutions,Critical,Case,565,55.1,56.6,0.062,Stable,0.83,No,1322,764,24.0,173.0,12.4,7,VND072,4.5,4,4.6,4.8,Yes,1,No,No,73.1,No,34,0
SC00016345,2023-10-17,FAC0093,Specialty Hospital,Med-Surg,ITEM00367,Medications,Oral Medications,Medium,Vial,725,59.6,54.0,0.09,Decreasing,1.03,Yes,1699,342,28.5,496.8,4.1,7,VND057,3.1,2,2.4,0.7,Yes,0,No,Yes,65.7,Yes,321,0
SC00016346,2021-03-30,FAC0078,Acute Care Hospital,Emergency Department,ITEM00385,Surgical Supplies,Needles & Syringes,High,Case,1458,24.3,20.9,0.579,Increasing,1.21,Yes,1424,307,58.6,463.8,15.6,7,VND059,3.2,7,8.6,5.0,No,0,No,No,51.2,No,48,0
SC00016347,2024-10-17,FAC0148,Acute Care Hospital,ICU,ITEM00328,Medications,Biologics & Specialty,High,Each,494,14.0,10.8,0.239,Stable,1.02,No,227,212,16.2,107.1,11.6,14,VND030,3.1,7,7.4,2.2,Yes,1,Yes,No,75.1,No,75,0
SC00016348,2024-04-30,FAC0198,Specialty Hospital,Pharmacy,ITEM00178,IV & Fluids,Irrigation Solutions,Critical,Pair,542,48.6,51.7,0.519,Increasing,1.04,No,700,1163,14.4,60.2,5.7,21,VND057,3.1,2,2.3,0.4,Yes,0,No,No,69.7,No,13,0
SC00016349,2022-11-01,FAC0118,Outpatient Clinic,Nursing Station,ITEM00433,PPE,Masks & Respirators,Medium,Each,1453,49.5,58.6,0.435,Increasing,1.19,No,35,1820,0.7,1.9,17.7,28,VND053,3.1,13,15.6,1.1,Yes,0,No,Yes,62.5,No,123,0
SC00016350,2024-06-19,FAC0101,Outpatient Clinic,Nursing Station,ITEM00380,PPE,Eye Protection,Medium,Case,848,58.9,57.6,0.329,Stable,0.92,No,153,1259,2.6,12.2,15.3,14,VND023,2.5,12,13.4,0.9,Yes,1,No,No,62.1,No,27,0
SC00016351,2022-06-21,FAC0148,Acute Care Hospital,ICU,ITEM00063,Medications,Oral Medications,Critical,Case,267,25.5,31.2,0.203,Increasing,0.94,No,84,1011,3.3,8.3,8.0,28,VND061,2.3,4,3.5,1.5,Yes,1,No,Yes,66.6,No,279,0
SC00016352,2022-07-11,FAC0079,Ambulatory Surgery Center,Operating Room,ITEM00068,Surgical Supplies,Sponges & Gauze,Medium,Roll,893,25.7,21.2,0.225,Stable,0.9,No,678,780,26.4,86.9,28.7,28,VND020,2.6,18,27.2,0.5,No,0,No,No,30.9,No,85,0
SC00016353,2022-11-15,FAC0191,Acute Care Hospital,Med-Surg,ITEM00300,Medications,Oral Medications,High,Box,270,21.5,20.0,0.246,Stable,0.81,No,24,532,1.1,4.5,14.7,14,VND023,2.5,12,11.9,0.8,Yes,2,No,Yes,68.2,No,298,0
SC00016354,2023-05-05,FAC0056,Specialty Hospital,ICU,ITEM00207,Medications,IV Medications,High,Box,372,27.2,33.8,0.078,Decreasing,0.83,No,63,828,2.3,7.6,20.3,7,VND073,4.4,14,17.0,1.3,Yes,4,Yes,No,54.7,No,268,1
